Country;Electrolyzer;RES;RES ID;ID;Assumptions;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Germany;low_temp;Onshore;Germany_Onshore_2;Germany_Onshore_2_low_temp_baseline;baseline;2,956049803;2,880018569;2,813014592;2,753096501;2,698880462;2,649346775;2,60372331;2,561411934;2,52194026;2,48492896;2,450069008;2,397516158;2,357563125;2,319147889;2,282353476;2,247570897;2,21358464;2,180586467;2,15068285;2,120495486;2,090266387;2,064037548;2,039181328;2,015043589;1,995001671;1,944945822;1,918674285;1,89350254;1,869336699;1,846094721;1,823704491
Germany;low_temp;Onshore;Germany_Onshore_3;Germany_Onshore_3_low_temp_baseline;baseline;4,219661044;4,110414399;4,014065516;3,927838697;3,849755246;3,778357016;3,712539776;3,651448045;3,59440611;3,540871302;3,490401454;3,415061968;3,357686436;3,302514922;3,249664797;3,19969182;3,150864668;3,103455844;3,060462369;3,017075723;2,973640425;2,936346701;2,901004749;2,866684017;2,838189306;2,766994197;2,729634933;2,693839418;2,659474121;2,626422358;2,594581563
Germany;low_temp;Offshore_1;Germany_Offshore_1;Germany_Offshore_1_low_temp_baseline;baseline;3,88727109;3,764501351;3,662109894;3,574296792;3,497405715;3,428988728;3,367329557;3,311180126;3,259605495;3,211887847;3,167464518;3,079903279;3,004591895;2,937262538;2,876146759;2,820154155;2,768930416;2,720677641;2,675545044;2,633771176;2,593050459;2,545507401;2,500341218;2,458458075;2,421647838;2,364268397;2,326823158;2,291668457;2,258519852;2,227143528;2,197344981
Germany;low_temp;Offshore_2;Germany_Offshore_2;Germany_Offshore_2_low_temp_baseline;baseline;4,758694383;4,609442305;4,4850882;4,378543539;4,285340026;4,202486365;4,127885504;4,060012598;3,997725476;3,940147293;3,886590793;3,779150062;3,686740335;3,604124837;3,529133617;3,460428716;3,39757538;3,338367521;3,282988231;3,23173022;3,181764462;3,12353382;3,068216057;3,016923476;2,971853011;2,901536147;2,855679582;2,812631244;2,7720423;2,733626014;2,697143856
Germany;low_temp;PV;Germany_PV_4;Germany_PV_4_low_temp_baseline;baseline;3,406375492;3,225951631;3,077390988;2,951676502;2,843063241;2,747682552;2,662814438;2,586479209;2,517194527;2,453823839;2,395478015;2,327796313;2,266884626;2,21045385;2,158112202;2,108378022;2,060345265;2,015952285;1,973820348;1,934196502;1,895951385;1,854820168;1,814450167;1,776579899;1,747645941;1,679301002;1,643021924;1,609021012;1,57704299;1,54687252;1,518326382
Germany;high_temp;Onshore;Germany_Onshore_2;Germany_Onshore_2_high_temp_baseline;baseline;2,895460341;2,800985034;2,716016843;2,638513652;2,567015088;2,50044125;2,43797125;2,378966461;2,322920124;2,269423156;2,21814032;2,174109097;2,141293256;2,109688142;2,07937933;2,050733572;2,022651441;1,995314563;1,970659827;1,945601879;1,920364671;1,897432778;1,875607225;1,854290593;1,836595366;1,791115815;1,767387992;1,744532305;1,722465595;1,701115198;1,680417229
Germany;high_temp;Onshore;Germany_Onshore_3;Germany_Onshore_3_high_temp_baseline;baseline;4,192115895;4,0542324;3,930002406;3,816462149;3,711490407;3,613516841;3,521345985;3,434046012;3,350875681;3,271234781;3,194629559;3,129409324;3,080350097;3,033040795;2,987602153;2,944558195;2,902327575;2,861169956;2,823859437;2,78597063;2,747825901;2,714783667;2,683304113;2,652531785;2,626917864;2,561545373;2,527263775;2,494207743;2,462257459;2,431308082;2,401267298
Germany;high_temp;Offshore_1;Germany_Offshore_1;Germany_Offshore_1_high_temp_baseline;baseline;3,718464734;3,575979163;3,454064414;3,346891811;3,250775937;3,163241519;3,08254715;3,007421734;2,93690917;2,870272056;2,806929461;2,734934466;2,673451437;2,618746577;2,569287243;2,524134351;2,483000597;2,444298643;2,408181116;2,374881756;2,342337256;2,302220441;2,264054362;2,228672504;2,19771343;2,147900298;2,116013871;2,086051929;2,057764698;2,030947139;2,005428917
Germany;high_temp;Offshore_2;Germany_Offshore_2;Germany_Offshore_2_high_temp_baseline;baseline;4,377909651;4,218628247;4,083291327;3,965127888;3,859860411;3,764618753;3,677385967;3,596691728;3,521431733;3,450755769;3,383995396;3,298633784;3,225893322;3,16128264;3,102960972;3,049801577;3,001463675;2,956033758;2,913700101;2,874749572;2,836687811;2,789817339;2,745280907;2,704093451;2,668250085;2,609481646;2,572456463;2,53775025;2,505063133;2,474149035;2,444803608
Germany;high_temp;PV;Germany_PV_4;Germany_PV_4_high_temp_baseline;baseline;4,199407379;3,918865366;3,681957555;3,476422503;3,294416939;3,130637187;2,981337977;2,843780711;2,715904575;2,596120953;2,483179756;2,409108967;2,342130484;2,279858435;2,221874952;2,166643621;2,113228669;2,063612407;2,01637181;1,971751752;1,928594039;1,879795937;1,831832884;1,786457151;1,750096337;1,674440256;1,63097513;1,589853308;1,550803819;1,513597952;1,478040982
Denmark;low_temp;Onshore;Denmark_Onshore_1;Denmark_Onshore_1_low_temp_baseline;baseline;2,340815025;2,279178517;2,224737996;2,175946453;2,131700911;2,091188437;2,053793323;2,019038488;1,986547053;1,956016304;1,927199554;1,885652481;1,854022892;1,823609127;1,794476079;1,766930732;1,740017102;1,713885713;1,690191766;1,666279793;1,642340034;1,621745957;1,60223079;1,583280569;1,567548994;1,528234527;1,50760862;1,487847183;1,46887645;1,450631962;1,433057059
Denmark;low_temp;Onshore;Denmark_Onshore_2;Denmark_Onshore_2_low_temp_baseline;baseline;2,865783612;2,790667433;2,724350536;2,664941266;2,611090984;2,561805741;2,516332765;2,474088803;2,434613128;2,397535697;2,36255498;2,311404219;2,272417824;2,234928042;2,199014005;2,16505145;2,131868581;2,099649611;2,070421854;2,040931936;2,011412954;1,985671588;1,961260059;1,937548466;1,917782978;1,869179627;1,843450084;1,818787125;1,795099855;1,772308834;1,750344227
Denmark;low_temp;Onshore;Denmark_Onshore_3;Denmark_Onshore_3_low_temp_baseline;baseline;3,501819707;3,407774295;3,32453022;3,249761385;3,181808957;3,119449998;3,061757987;3,008014776;2,957652827;2,910216086;2,865332726;2,803741544;2,75688993;2,711840709;2,668690717;2,627896872;2,588037721;2,549337326;2,514258106;2,478850335;2,44339696;2,412059711;2,382338788;2,353468957;2,329393053;2,270291512;2,238974209;2,208953386;2,180118558;2,152373163;2,125632311
Denmark;low_temp;Offshore_1;Denmark_Offshore_1;Denmark_Offshore_1_low_temp_baseline;baseline;3,674299677;3,558831934;3,462600681;3,380130079;3,307968312;3,243804504;3,18601857;3,133432457;3,085163728;3,040534922;2,999015041;2,916110412;2,844804175;2,781055472;2,723189901;2,670175051;2,62167545;2,575988814;2,533256421;2,493704136;2,455148995;2,410207009;2,367513057;2,327925387;2,293139159;2,238872697;2,203480575;2,17025561;2,138928616;2,10927832;2,081120654
Denmark;low_temp;Offshore_2;Denmark_Offshore_2;Denmark_Offshore_2_low_temp_baseline;baseline;4,620075274;4,475627354;4,355331404;4,252310433;4,162229654;4,082187255;4,010148997;3,944635765;3,884539681;3,829010263;3,777380941;3,672959202;3,583146109;3,502852035;3,429968004;3,363193652;3,30210644;3,244562271;3,190739091;3,140921386;3,092359623;3,035771892;2,98201497;2,93216993;2,888372016;2,820036655;2,775474306;2,733641133;2,694198118;2,656866589;2,621414729
Denmark;low_temp;PV;Denmark_PV_4;Denmark_PV_4_low_temp_baseline;baseline;3,39040653;3,211164811;3,063610227;2,938774671;2,830944557;2,736272456;2,652053367;2,576318567;2,507593974;2,444749397;2,386900709;2,319199445;2,258259181;2,201797373;2,149422199;2,099656658;2,051597588;2,007174241;1,965012755;1,925358228;1,887085687;1,845977862;1,805634874;1,767786441;1,738836018;1,670682015;1,634438707;1,600467946;1,568515219;1,538365825;1,509837077
Denmark;high_temp;Onshore;Denmark_Onshore_1;Denmark_Onshore_1_high_temp_baseline;baseline;2,40965548;2,325849199;2,25009649;2,180662661;2,116306033;2,056107473;1,999367487;1,94554118;1,894195522;1,84498036;1,797608195;1,76025063;1,732011083;1,704779443;1,678622512;1,653833516;1,629523193;1,605836849;1,584330311;1,562519357;1,540585143;1,52065901;1,501625561;1,483004421;1,46728105;1,429383056;1,408872299;1,389065754;1,36989516;1,351300817;1,333230189
Denmark;high_temp;Onshore;Denmark_Onshore_2;Denmark_Onshore_2_high_temp_baseline;baseline;3,029067478;2,921087752;2,823189484;2,733174444;2,649467359;2,570900414;2,496583165;2,425820279;2,358057495;2,292844946;2,229811555;2,18273421;2,146971559;2,112462693;2,079289446;2,047813835;2,016933639;1,986828316;1,959421473;1,931639025;1,903705608;1,877849341;1,853070367;1,828773525;1,808019791;1,759929706;1,733240337;1,707391991;1,682298177;1,657883016;1,634079487
Denmark;high_temp;Onshore;Denmark_Onshore_3;Denmark_Onshore_3_high_temp_baseline;baseline;3,754874351;3,618582683;3,494693638;3,380464091;3,273925369;3,173615119;3,078415396;2,987450275;2,900018548;2,815548017;2,733563567;2,675363185;2,631032725;2,588237796;2,547078047;2,507996139;2,469641404;2,43223331;2,39812576;2,363555181;2,328796907;2,296784395;2,266075957;2,235942825;2,210125968;2,150883103;2,117786363;2,085702499;2,054524737;2,024159261;1,994523071
Denmark;high_temp;Offshore_1;Denmark_Offshore_1;Denmark_Offshore_1_high_temp_baseline;baseline;3,466624157;3,336533891;3,225570922;3,128329907;3,041394551;2,962471524;2,889948443;2,8226493;2,759690361;2,700390829;2,644215121;2,576313393;2,518317491;2,466709484;2,420045175;2,377439608;2,338621815;2,302096458;2,268007074;2,236573569;2,205852616;2,168375743;2,132734685;2,099715291;2,070862538;2,024241455;1,994512128;1,966596703;1,940260437;1,915310658;1,89158733
Denmark;high_temp;Offshore_2;Denmark_Offshore_2;Denmark_Offshore_2_high_temp_baseline;baseline;4,213933074;4,062220317;3,933512659;3,821309552;3,721505035;3,631344624;3,548893083;3,47274003;3,401826515;3,335337537;3,272632621;3,190217486;3,120003655;3,0576485;3,001372485;2,95008645;2,903461356;2,859646669;2,81882487;2,781273872;2,744580723;2,699810501;2,65729191;2,618008741;2,583894925;2,527571966;2,49230032;2,459271137;2,428195152;2,398835026;2,370993699
Denmark;high_temp;PV;Denmark_PV_4;Denmark_PV_4_high_temp_baseline;baseline;4,213536508;3,937742364;3,705434046;3,504411435;3,326873587;3,167547898;3,022713084;2,889649883;2,766313657;2,651129768;2,542860561;2,467030787;2,398461632;2,334710054;2,275348291;2,218803084;2,164116231;2,11331787;2,064950804;2,019265886;1,975077087;1,922150258;1,870113328;1,820751974;1,780596217;1,700536992;1,653265755;1,608405274;1,565671725;1,524825305;1,485661601
Dominican Republic;low_temp;Onshore;Dominican_Republic_Onshore_3;Dominican_Republic_Onshore_3_low_temp_baseline;baseline;4,773934704;4,650573455;4,541794531;4,444459281;4,356330311;4,275758857;4,201496358;4,132575529;4,068232357;4,007853267;3,950938324;3,865920544;3,801229178;3,739025324;3,679442343;3,623110034;3,56806846;3,514626459;3,46617865;3,417279692;3,368319699;3,32597707;3,285846343;3,246873387;3,214499987;3,133766827;3,091357121;3,050719739;3,01170333;2,974175636;2,938020401
Dominican Republic;low_temp;Offshore_1;Dominican_Republic_Offshore_1;Dominican_Republic_Offshore_1_low_temp_baseline;baseline;4,36022321;4,222355236;4,107351765;4,00870545;3,92231394;3,845430647;3,776129881;3,713011261;3,655025735;3,601367865;3,551406296;3,45323139;3,368791194;3,293300561;3,224776679;3,161996975;3,10456419;3,050462491;2,999859182;2,953021726;2,907365078;2,853824089;2,802955723;2,75577511;2,714287526;2,649753195;2,607568316;2,567956491;2,530598397;2,495231532;2,461637517
Dominican Republic;low_temp;Offshore_2;Dominican_Republic_Offshore_2;Dominican_Republic_Offshore_2_low_temp_baseline;baseline;6,223610401;6,027446233;5,863885909;5,723648202;5,600882295;5,491671132;5,393268495;5,303677385;5,221401875;5,145293469;5,074451939;4,934174031;4,813521062;4,705655738;4,607744906;4,518041684;4,435978443;4,35867485;4,286369954;4,219445925;4,154209101;4,078072809;4,005743251;3,938672279;3,879727556;3,787827684;3,727863492;3,671568107;3,618485897;3,568242326;3,520525825
Dominican Republic;low_temp;PV;Dominican_Republic_PV_1;Dominican_Republic_PV_1_low_temp_baseline;baseline;2,090770728;1,981381784;1,891438815;1,815434551;1,749860889;1,69235592;1,641259337;1,595362952;1,553762281;1,51576396;1,480825675;1,438400977;1,400194852;1,364788619;1,331936901;1,300722366;1,27058414;1,242715657;1,216264502;1,19138103;1,167367897;1,142078036;1,11725536;1,093970444;1,076187022;1,034132791;1,011823111;0,990915079;0,971251607;0,952700184;0,935148067
Dominican Republic;low_temp;PV;Dominican_Republic_PV_2;Dominican_Republic_PV_2_low_temp_baseline;baseline;2,212142392;2,096460485;2,001348494;1,920980623;1,851645897;1,790845843;1,736824168;1,688302848;1,644325125;1,604157569;1,567226532;1,522070285;1,481393008;1,443691698;1,408705297;1,375462357;1,343368968;1,313686108;1,285511597;1,25900354;1,233424281;1,206815473;1,180695456;1,156195833;1,137506641;1,093157881;1,069674343;1,04766838;1,026974303;1,007452353;0,988983619
Dominican Republic;low_temp;PV;Dominican_Republic_PV_4;Dominican_Republic_PV_4_low_temp_baseline;baseline;2,604389467;2,466893915;2,353723354;2,257992684;2,175315502;2,102738147;2,038184043;1,980141874;1,927480067;1,879331053;1,835016166;1,782673683;1,735545759;1,691875796;1,651360967;1,61286507;1,57569338;1,541326662;1,508708656;1,4780266;1,44841604;1,417001594;1,386168347;1,357244473;1,335147349;1,282941051;1,255231775;1,229262675;1,204838752;1,181795515;1,159993007
Dominican Republic;high_temp;Onshore;Dominican_Republic_Onshore_3;Dominican_Republic_Onshore_3_high_temp_baseline;baseline;4,744746968;4,587493777;4,445629831;4,315791641;4,195570215;4,083180488;3,977261832;3,876751959;3,780804097;3,688730782;3,599964636;3,528242303;3,47471304;3,42313952;3,373660415;3,326870453;3,280985748;3,236300893;3,195956968;3,154949585;3,113642318;3,075773983;3,039652964;3,004308904;2,974781318;2,900210685;2,860823544;2,822798279;2,785997738;2,750301691;2,715604047
Dominican Republic;high_temp;Offshore_1;Dominican_Republic_Offshore_1;Dominican_Republic_Offshore_1_high_temp_baseline;baseline;4,215930365;4,053005457;3,913398581;3,790487254;3,680083025;3,579371768;3,486372764;3,399639364;3,318082572;3,24086167;3,167313515;3,085830141;3,016215661;2,954255242;2,898218326;2,847044371;2,800408261;2,756518859;2,715547674;2,677757592;2,640821619;2,594477562;2,550339625;2,509343962;2,473330883;2,416110335;2,379067291;2,344189924;2,311194788;2,279849092;2,249959343
Dominican Republic;high_temp;Offshore_2;Dominican_Republic_Offshore_2;Dominican_Republic_Offshore_2_high_temp_baseline;baseline;5,843077137;5,625169023;5,439289921;5,276347561;5,13059475;4,99817251;4,8763666;4,763196188;4,657171489;4,557143534;4,462207094;4,348169924;4,25082266;4,164232799;4,085966081;4,014531339;3,949473554;3,888269484;3,831163051;3,778527302;3,727080392;3,664519408;3,605032876;3,549951225;3,501889668;3,42375214;3,374155303;3,327603806;3,283702104;3,24212553;3,202604397
Dominican Republic;high_temp;PV;Dominican_Republic_PV_1;Dominican_Republic_PV_1_high_temp_baseline;baseline;2,391933436;2,241185336;2,114819132;2,006012327;1,910405174;1,825052965;1,747879018;1,677367205;1,612378737;1,552037691;1,495656597;1,452092467;1,412762675;1,376235113;1,342262507;1,309920754;1,278646433;1,249641478;1,222048039;1,19601725;1,170849081;1,140812077;1,111300315;1,083376111;1,060934465;1,014694025;0,987985406;0,962713139;0,938711806;0,915841789;0,893984225
Dominican Republic;high_temp;PV;Dominican_Republic_PV_2;Dominican_Republic_PV_2_high_temp_baseline;baseline;2,549978455;2,387985829;2,252063892;2,134915874;2,031878409;1,939801327;1,856462751;1,780240316;1,709915244;1,644549915;1,583408297;1,536575507;1,494253051;1,454921335;1,418315489;1,383456221;1,349746828;1,318454321;1,288670957;1,260554229;1,233364615;1,202188922;1,171557312;1,142590249;1,119398898;1,071081771;1,043363579;1,017153142;0,992277178;0,968589455;0,945965498
Dominican Republic;high_temp;PV;Dominican_Republic_PV_4;Dominican_Republic_PV_4_high_temp_baseline;baseline;3,067798184;2,865094202;2,694215629;2,546240797;2,415464194;2,298028942;2,191212575;2,093025444;2,001971339;1,91689787;1,836899186;1,783594051;1,735479878;1,690798883;1,649248314;1,609693579;1,57144285;1,535973841;1,502232914;1,470406421;1,439634241;1,40430747;1,36959169;1,336798077;1,310744065;1,255231306;1,223814799;1,194143374;1,166016994;1,139266894;1,113749455
Algeria;low_temp;Onshore;Algeria_Onshore_1;Algeria_Onshore_1_low_temp_baseline;baseline;2,80309952;2,730517426;2,666511741;2,609238255;2,557382306;2,509975102;2,466283014;2,425737691;2,387890238;2,352380163;2,318913758;2,268996609;2,231010319;2,194484708;2,159498007;2,126419806;2,09409977;2,062719132;2,034270139;2,005556919;1,976808426;1,95210937;1,928706891;1,905982441;1,887130831;1,839885449;1,815136534;1,791426275;1,768665992;1,746778192;1,725694763
Algeria;low_temp;Onshore;Algeria_Onshore_2;Algeria_Onshore_2_low_temp_baseline;baseline;3,538866258;3,44712843;3,366219122;3,29380943;3,228239154;3,168284854;3,113020047;3,061726968;3,013838695;2,968899945;2,926539769;2,863443155;2,815406617;2,769216294;2,724970725;2,683136073;2,642260647;2,602573022;2,566586655;2,530269159;2,493909425;2,462650253;2,433028383;2,404263386;2,380385041;2,320694067;2,289381445;2,259380629;2,230579636;2,202880612;2,176197542
Algeria;low_temp;Onshore;Algeria_Onshore_3;Algeria_Onshore_3_low_temp_baseline;baseline;4,525039626;4,406905214;4,302634268;4,209243558;4,124606275;4,047154989;3,975702613;3,909329385;3,847308754;3,789057161;3,734099073;3,652979613;3,591093377;3,531579176;3,474561597;3,420633799;3,367943938;3,316782809;3,270352395;3,223513164;3,176633423;3,136692588;3,098839233;3,062079178;3,031544452;2,955403787;2,915406693;2,877082336;2,840287946;2,804898764;2,770805124
Algeria;low_temp;Offshore_1;Algeria_Offshore_1;Algeria_Offshore_1_low_temp_baseline;baseline;6,672928598;6,460997756;6,284094346;6,132249447;5,999178141;5,880672358;5,773781571;5,676360006;5,586800129;5,503867637;5,426594939;5,276582407;5,147556692;5,032206024;4,927500642;4,83157244;4,743814398;4,661146301;4,583823786;4,512255545;4,442491595;4,360103458;4,281816495;4,209179745;4,145253541;4,046149119;3,981191125;3,920175616;3,862613694;3,808103434;3,756310449
Algeria;low_temp;Offshore_2;Algeria_Offshore_2;Algeria_Offshore_2_low_temp_baseline;baseline;9,00834768;8,722587334;8,484087005;8,279393111;8,100023963;7,940300717;7,796241651;7,66495108;7,544259683;7,432501808;7,32837172;7,125531839;6,951046055;6,795038183;6,653415276;6,523653455;6,404931875;6,293090708;6,188474347;6,091633762;5,997235757;5,886327266;5,78094478;5,683180634;5,597168261;5,463645111;5,376219812;5,294110029;5,21665631;5,143316534;5,073639686
Algeria;low_temp;PV;Algeria_PV_2;Algeria_PV_2_low_temp_baseline;baseline;1,983759868;1,879451351;1,793637607;1,72108264;1,658450871;1,603496365;1,55464021;1,510733353;1,470915513;1,434527156;1,401052383;1,360911722;1,32476251;1,291262479;1,26017946;1,23064553;1,202130025;1,175762076;1,150735184;1,127191595;1,104471533;1,080644638;1,057255432;1,03531721;1,018581946;0,978869785;0,957841418;0,938136147;0,919605606;0,902124648;0,885586794
Algeria;low_temp;PV;Algeria_PV_3;Algeria_PV_3_low_temp_baseline;baseline;2,125305819;2,014125392;1,92271114;1,845465106;1,778821427;1,720379306;1,668451104;1,621808745;1,579532858;1,540918667;1,505414933;1,462199957;1,423278439;1,387207616;1,353737577;1,321935555;1,291231254;1,262837225;1,235886884;1,210532739;1,186065989;1,16036121;1,135131522;1,111464609;1,093387517;1,050652212;1,027977415;1,006727012;0,986741375;0,96788585;0,950045868
Algeria;low_temp;PV;Algeria_PV_4;Algeria_PV_4_low_temp_baseline;baseline;2,412809081;2,285974911;2,181632204;2,09341327;2,01726161;1,950445888;1,89104596;1,837664453;1,789255172;1,745016062;1,704319745;1,655697328;1,611918656;1,571352181;1,533716593;1,497956588;1,463426901;1,431502763;1,401203135;1,372701884;1,345196128;1,316176053;1,287689062;1,260969305;1,240586514;1,192218908;1,166607312;1,142607188;1,120037831;1,098746818;1,078604464
Algeria;high_temp;Onshore;Algeria_Onshore_1;Algeria_Onshore_1_high_temp_baseline;baseline;2,836055587;2,738320978;2,649965581;2,568954166;2,493829374;2,423511795;2,357179298;2,294190751;2,234035921;2,176301465;2,120647221;2,077096504;2,044289373;2,012659044;1,982285171;1,953514949;1,92529883;1,897808848;1,87288465;1,847590705;1,822140874;1,800146326;1,779208388;1,758760122;1,741753213;1,698406325;1,675695654;1,653819638;1,632699256;1,612265485;1,592457663
Algeria;high_temp;Onshore;Algeria_Onshore_2;Algeria_Onshore_2_high_temp_baseline;baseline;3,627600345;3,500750389;3,385823586;3,280203366;3,182013992;3,089864094;3,002691855;2,919667123;2,840127105;2,7635327;2,689438028;2,634452579;2,593085451;2,553204265;2,514910444;2,478644917;2,443076403;2,408423378;2,377020891;2,345143769;2,313063313;2,284458038;2,257177022;2,230499742;2,208167399;2,152432335;2,122843561;2,094295635;2,066687095;2,039929183;2,013943762
Algeria;high_temp;Onshore;Algeria_Onshore_3;Algeria_Onshore_3_high_temp_baseline;baseline;4,668654571;4,506197683;4,359013877;4,223740311;4,09796559;3,979900269;3,868177956;3,761729544;3,659700574;3,561395135;3,466236678;3,394679343;3,340673651;3,288582207;3,23853478;3,191098048;3,144557014;3,099192514;3,058008023;3,016209471;2,974146453;2,935907478;2,899335876;2,863503075;2,83320698;2,76003321;2,720371987;2,682008319;2,644808849;2,608656547;2,573448028
Algeria;high_temp;Offshore_1;Algeria_Offshore_1;Algeria_Offshore_1_high_temp_baseline;baseline;6,608678948;6,345744732;6,119265394;5,918778481;5,737657727;5,571442516;5,416985006;5,271978051;5,134676885;5,003726482;4,878049888;4,751241578;4,642747342;4,546067121;4,45852962;4,378496791;4,305462956;4,236669605;4,172377049;4,112985477;4,054917707;3,983254287;3,914965822;3,851488119;3,795643532;3,707243045;3,649792915;3,59565015;3,544378364;3,495619004;3,449073889
Algeria;high_temp;Offshore_2;Algeria_Offshore_2;Algeria_Offshore_2_high_temp_baseline;baseline;8,583822899;8,257764074;7,978709123;7,733237691;7,512860385;7,311871044;7,126250567;6,953060389;6,790085027;6,635610472;6,488280922;6,322665078;6,181307129;6,055582418;5,941952464;5,838249845;5,743813761;5,654975359;5,57208993;5,495700611;5,421034555;5,329070197;5,241575423;5,160482276;5,089588371;4,974984257;4,901854839;4,833143095;4,76827197;4,706767667;4,648236492
Algeria;high_temp;PV;Algeria_PV_2;Algeria_PV_2_high_temp_baseline;baseline;2,322380227;2,17207746;2,045748798;1,936692484;1,840624087;1,754648505;1,676723134;1,605356044;1,539426098;1,478070525;1,420611835;1,37953383;1,34246701;1,308052528;1,276056769;1,245602365;1,216154214;1,188856215;1,162893339;1,138410175;1,114741114;1,087001207;1,059750641;1,034003284;1,013482608;0,970204333;0,945572728;0,922304294;0,900243259;0,879258195;0,859237256
Algeria;high_temp;PV;Algeria_PV_3;Algeria_PV_3_high_temp_baseline;baseline;2,487833109;2,328109953;2,193966169;2,078248322;1,976383826;1,885283282;1,802767293;1,727244235;1,657518217;1,592669074;1,531974352;1,487613718;1,447580715;1,410409697;1,375848484;1,342950866;1,311139793;1,281648367;1,253597724;1,227143575;1,201568288;1,171141155;1,141250077;1,112986343;1,090354175;1,043254261;1,016224228;0,990668025;0,966416681;0,943327611;0,921279448
Algeria;high_temp;PV;Algeria_PV_4;Algeria_PV_4_high_temp_baseline;baseline;2,879091543;2,691688661;2,534033144;2,397800405;2,277668128;2,170039557;2,072376746;1,982825704;1,899992964;1,822805948;1,750422191;1,698531239;1,651631763;1,608043265;1,567472387;1,528836347;1,491475428;1,456789366;1,423774713;1,392605145;1,362463367;1,328235077;1,294605254;1,262812247;1,237401264;1,184210221;1,153786805;1,12502797;1,097742718;1,071769883;1,046972287
Egypt;low_temp;Onshore;Egypt_Onshore_2;Egypt_Onshore_2_low_temp_baseline;baseline;3,544720865;3,454407053;3,374892197;3,303854031;3,239637359;3,181022634;3,127086488;3,0771137;3,03053947;2,986910315;2,945856833;2,882632211;2,83455822;2,7883343;2,744060202;2,70220596;2,661310119;2,621603187;2,585617589;2,549291735;2,512916586;2,481648874;2,452026719;2,423263947;2,399422772;2,339475886;2,308129602;2,278101235;2,249278203;2,221562133;2,194866557
Egypt;low_temp;Onshore;Egypt_Onshore_3;Egypt_Onshore_3_low_temp_baseline;baseline;4,658771898;4,539992114;4,435404983;4,34195795;4,257475296;4,180353943;4,109380124;4,043613674;3,982312153;3,924879437;3,870829929;3,787679239;3,724438569;3,663630965;3,605387361;3,550325173;3,49652411;3,444286953;3,396940674;3,349149046;3,301294351;3,259927146;3,220726232;3,182658554;3,151058601;3,072050218;3,030606966;2,990899266;2,95277891;2,916116392;2,880797875
Egypt;low_temp;Offshore_1;Egypt_Offshore_1;Egypt_Offshore_1_low_temp_baseline;baseline;6,815218966;6,596264576;6,413172489;6,255734548;6,117514089;5,994200784;5,882771924;5,78102886;5,687324139;5,600392544;5,519242029;5,366533023;5,235175724;5,117732481;5,011121066;4,9134409;4,824074021;4,739887549;4,661141045;4,588249672;4,517196581;4,433903049;4,3547652;4,281359861;4,216801955;4,116443056;4,050807976;3,989172671;3,931040827;3,876004442;3,82372409
Egypt;low_temp;Offshore_2;Egypt_Offshore_2;Egypt_Offshore_2_low_temp_baseline;baseline;9,199035324;8,90674;8,66272135;8,453235868;8,269618904;8,106068988;7,958518322;7,824008547;7,700323326;7,585760856;7,478987019;7,272238258;7,094413736;6,9354363;6,791130303;6,658921103;6,537972098;6,424038105;6,317471448;6,218835389;6,122686019;6,010130833;5,903197077;5,804023297;5,716833765;5,581095932;5,492424793;5,409167822;5,330652899;5,256327518;5,185732048
Egypt;low_temp;PV;Egypt_PV_1;Egypt_PV_1_low_temp_baseline;baseline;1,851998697;1,754945941;1,675132121;1,607675665;1,54946695;1,498412296;1,453039905;1,412278736;1,375326954;1,341569871;1,310526688;1,272903662;1,239018437;1,207615014;1,178475816;1,150788824;1,124057568;1,099337601;1,075874524;1,053801091;1,032500263;1,010226013;0,98836093;0,96785228;0,952207545;0,915083169;0,895425085;0,877003879;0,859680854;0,843339016;0,827878828
Egypt;low_temp;PV;Egypt_PV_2;Egypt_PV_2_low_temp_baseline;baseline;1,955308313;1,852677734;1,76826149;1,69690237;1,635315079;1,581287601;1,533264913;1,490115381;1,450991785;1,415244627;1,38236587;1,342725067;1,30702447;1,2739395;1,243240892;1,214072216;1,185909843;1,159867552;1,135149597;1,111896184;1,089456389;1,065953417;1,042882184;1,021242209;1,004734459;0,96556218;0,944819691;0,92538231;0,90710369;0,889860382;0,873547359
Egypt;low_temp;PV;Egypt_PV_3;Egypt_PV_3_low_temp_baseline;baseline;2,049526031;1,942461647;1,854445841;1,78008335;1,715937502;1,65969454;1,609728042;1,564854509;1,524187959;1,48704923;1,452907126;1,41111991;1,373480824;1,338596949;1,306226665;1,275469557;1,245775124;1,218312975;1,192246742;1,167723299;1,144058681;1,119377767;1,09515023;1,072425685;1,055090585;1,013955038;0,992172959;0,971761399;0,952566675;0,934459153;0,91732854
Egypt;low_temp;PV;Egypt_PV_4;Egypt_PV_4_low_temp_baseline;baseline;2,964257965;2,809557466;2,682393782;2,574966791;2,482308062;2,401072626;2,328909231;2,264106966;2,205385048;2,15176169;2,102469016;2,042007386;1,987547905;1,937074965;1,890238972;1,845736977;1,802772378;1,763037755;1,725322826;1,68984016;1,655600001;1,619883546;1,584823185;1,551937847;1,526851729;1,467323303;1,435801834;1,406263683;1,37848645;1,352282537;1,327492337
