Country;Electrolyzer;RES;RES ID;ID;Assumptions;Potential (GW);original CF;;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Algeria;low_temp;Onshore;Algeria_Onshore_1;Algeria_Onshore_1_low_temp_baseline;baseline;68;0,42;;0,5949407;0,592440516;0,589940331;0,587440147;0,584939962;0,582439778;0,579939593;0,577439409;0,574939224;0,57243904;0,569938855;0,569559428;0,569180001;0,568800574;0,568421147;0,56804172;0,567662293;0,567282865;0,566903438;0,566524011;0,566144584;0,565355911;0,564567239;0,563778566;0,562989893;0,562201221;0,561412548;0,560623875;0,559835203;0,55904653;0,558257857
Algeria;low_temp;Onshore;Algeria_Onshore_2;Algeria_Onshore_2_low_temp_baseline;baseline;2419;0,33;;0,496240641;0,494012692;0,491784743;0,489556793;0,487328844;0,485100895;0,482872945;0,480644996;0,478417046;0,476189097;0,473961148;0,473574188;0,473187229;0,472800269;0,47241331;0,472026351;0,471639391;0,471252432;0,470865472;0,470478513;0,470091554;0,469333028;0,468574503;0,467815977;0,467057452;0,466298927;0,465540401;0,464781876;0,46402335;0,463264825;0,462506299
Algeria;low_temp;Onshore;Algeria_Onshore_3;Algeria_Onshore_3_low_temp_baseline;baseline;9980;0,26;;0,405496736;0,40333114;0,401165543;0,398999947;0,396834351;0,394668754;0,392503158;0,390337562;0,388171965;0,386006369;0,383840772;0,383282393;0,382724013;0,382165634;0,381607254;0,381048875;0,380490495;0,379932116;0,379373736;0,378815357;0,378256977;0,377578417;0,376899857;0,376221296;0,375542736;0,374864176;0,374185616;0,373507055;0,372828495;0,372149935;0,371471375
Algeria;low_temp;Offshore_1;Algeria_Offshore_1;Algeria_Offshore_1_low_temp_baseline;baseline;1;0,27;;0,362122741;0,360807835;0,359492929;0,358178023;0,356863117;0,355548211;0,354233305;0,352918399;0,351603493;0,350288587;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,348973681;0,34842048;0,347867279;0,347314077;0,346760876;0,346207674;0,345654473;0,345101271;0,34454807;0,343994869;0,343441667
Algeria;low_temp;Offshore_2;Algeria_Offshore_2;Algeria_Offshore_2_low_temp_baseline;baseline;1;0,27;;0,348279064;0,346740174;0,345201285;0,343662396;0,342123507;0,340584618;0,339045729;0,33750684;0,335967951;0,334429062;0,332890173;0,332817863;0,332745552;0,332673242;0,332600932;0,332528622;0,332456312;0,332384002;0,332311691;0,332239381;0,332167071;0,33159897;0,331030869;0,330462768;0,329894667;0,329326566;0,328758465;0,328190364;0,327622264;0,327054163;0,326486062
Algeria;low_temp;PV;Algeria_PV_2;Algeria_PV_2_low_temp_baseline;baseline;8;0,22;;0,299420483;0,299028509;0,298636535;0,29824456;0,297852586;0,297460611;0,297068637;0,296676663;0,296284688;0,295892714;0,29550074;0,295641081;0,295781422;0,295921763;0,296062104;0,296202446;0,296342787;0,296483128;0,296623469;0,296763811;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152;0,296904152
Algeria;low_temp;PV;Algeria_PV_3;Algeria_PV_3_low_temp_baseline;baseline;781;0,20;;0,285519545;0,285220924;0,284922304;0,284623683;0,284325062;0,284026442;0,283727821;0,283429201;0,28313058;0,282831959;0,282533339;0,282653181;0,282773023;0,282892864;0,283012706;0,283132548;0,28325239;0,283372232;0,283492074;0,283611916;0,283731758;0,283701831;0,283671903;0,283641976;0,283612049;0,283582122;0,283552194;0,283522267;0,28349234;0,283462413;0,283432485
Algeria;low_temp;PV;Algeria_PV_4;Algeria_PV_4_low_temp_baseline;baseline;23965;0,18;;0,262107935;0,261745447;0,261382958;0,26102047;0,260657981;0,260295493;0,259933005;0,259570516;0,259208028;0,258845539;0,258483051;0,258647999;0,258812948;0,258977896;0,259142844;0,259307793;0,259472741;0,259637689;0,259802638;0,259967586;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535;0,260132535
Algeria;high_temp;Onshore;Algeria_Onshore_1;Algeria_Onshore_1_high_temp_baseline;baseline;68;0,42;;0,75491469;0,746764445;0,738614201;0,730463957;0,722313713;0,714163469;0,706013225;0,697862981;0,689712737;0,681562493;0,673412249;0,670718102;0,668023955;0,665329808;0,662635662;0,659941515;0,657247368;0,654553222;0,651859075;0,649164928;0,646470781;0,642328949;0,638187116;0,634045283;0,62990345;0,625761618;0,621619785;0,617477952;0,613336119;0,609194286;0,605052454
Algeria;high_temp;Onshore;Algeria_Onshore_2;Algeria_Onshore_2_high_temp_baseline;baseline;2419;0,33;;0,656862923;0,648561762;0,640260601;0,63195944;0,623658279;0,615357117;0,607055956;0,598754795;0,590453634;0,582152473;0,573851312;0,571452346;0,56905338;0,566654414;0,564255447;0,561856481;0,559457515;0,557058549;0,554659583;0,552260617;0,54986165;0,545629161;0,541396671;0,537164181;0,532931691;0,528699201;0,524466711;0,520234221;0,516001731;0,511769241;0,507536752
Algeria;high_temp;Onshore;Algeria_Onshore_3;Algeria_Onshore_3_high_temp_baseline;baseline;9980;0,26;;0,554287678;0,546922056;0,539556435;0,532190814;0,524825192;0,517459571;0,51009395;0,502728328;0,495362707;0,487997086;0,480631464;0,478272105;0,475912745;0,473553385;0,471194025;0,468834666;0,466475306;0,464115946;0,461756586;0,459397227;0,457037867;0,452768901;0,448499935;0,444230969;0,439962003;0,435693037;0,431424071;0,427155105;0,422886139;0,418617173;0,414348208
Algeria;high_temp;Offshore_1;Algeria_Offshore_1;Algeria_Offshore_1_high_temp_baseline;baseline;1;0,27;;0,487144084;0,480452347;0,47376061;0,467068873;0,460377135;0,453685398;0,446993661;0,440301924;0,433610187;0,42691845;0,420226713;0,418690307;0,417153901;0,415617495;0,414081089;0,412544683;0,411008277;0,409471871;0,407935465;0,406399059;0,404862653;0,401916987;0,398971321;0,396025655;0,39307999;0,390134324;0,387188658;0,384242992;0,381297326;0,37835166;0,375405994
Algeria;high_temp;Offshore_2;Algeria_Offshore_2;Algeria_Offshore_2_high_temp_baseline;baseline;1;0,27;;0,458773265;0,45294296;0,447112656;0,441282351;0,435452047;0,429621743;0,423791438;0,417961134;0,412130829;0,406300525;0,40047022;0,399188067;0,397905914;0,396623761;0,395341608;0,394059455;0,392777301;0,391495148;0,390212995;0,388930842;0,387648689;0,385116651;0,382584613;0,380052576;0,377520538;0,3749885;0,372456463;0,369924425;0,367392387;0,36486035;0,362328312
Algeria;high_temp;PV;Algeria_PV_2;Algeria_PV_2_high_temp_baseline;baseline;8;0,22;;0,356231546;0,354223154;0,352214761;0,350206369;0,348197976;0,346189584;0,344181192;0,342172799;0,340164407;0,338156015;0,336147622;0,335598232;0,335048841;0,334499451;0,33395006;0,33340067;0,332851279;0,332301889;0,331752498;0,331203108;0,330653717;0,329263465;0,327873213;0,32648296;0,325092708;0,323702456;0,322312204;0,320921951;0,319531699;0,318141447;0,316751195
Algeria;high_temp;PV;Algeria_PV_3;Algeria_PV_3_high_temp_baseline;baseline;781;0,20;;0,34205808;0,340139551;0,338221022;0,336302493;0,334383964;0,332465435;0,330546905;0,328628376;0,326709847;0,324791318;0,322872789;0,322317798;0,321762807;0,321207816;0,320652825;0,320097834;0,319542844;0,318987853;0,318432862;0,317877871;0,31732288;0,315857737;0,314392593;0,31292745;0,311462307;0,309997163;0,30853202;0,307066877;0,305601733;0,30413659;0,302671447
Algeria;high_temp;PV;Algeria_PV_4;Algeria_PV_4_high_temp_baseline;baseline;23965;0,18;;0,319948031;0,317863003;0,315777974;0,313692945;0,311607916;0,309522887;0,307437858;0,305352829;0,3032678;0,301182771;0,299097742;0,298428854;0,297759965;0,297091076;0,296422187;0,295753299;0,29508441;0,294415521;0,293746632;0,293077744;0,292408855;0,2910314;0,289653944;0,288276489;0,286899034;0,285521578;0,284144123;0,282766668;0,281389213;0,280011757;0,278634302
Egypt;low_temp;Onshore;Egypt_Onshore_2;Egypt_Onshore_2_low_temp_baseline;baseline;1697;0,33;;0,535023471;0,533283413;0,531543356;0,529803299;0,528063241;0,526323184;0,524583127;0,522843069;0,521103012;0,519362955;0,517622897;0,517359519;0,517096141;0,516832762;0,516569384;0,516306006;0,516042627;0,515779249;0,51551587;0,515252492;0,514989114;0,514272225;0,513555336;0,512838447;0,512121558;0,51140467;0,510687781;0,509970892;0,509254003;0,508537114;0,507820225
Egypt;low_temp;Onshore;Egypt_Onshore_3;Egypt_Onshore_3_low_temp_baseline;baseline;3024;0,25;;0,449347978;0,447716005;0,446084032;0,44445206;0,442820087;0,441188114;0,439556141;0,437924169;0,436292196;0,434660223;0,433028251;0,432748712;0,432469174;0,432189635;0,431910097;0,431630558;0,43135102;0,431071481;0,430791943;0,430512404;0,430232866;0,429409006;0,428585146;0,427761286;0,426937427;0,426113567;0,425289707;0,424465847;0,423641987;0,422818127;0,421994267
Egypt;low_temp;Offshore_1;Egypt_Offshore_1;Egypt_Offshore_1_low_temp_baseline;baseline;33;0,26;;0,369717354;0,367734465;0,365751576;0,363768687;0,361785798;0,359802909;0,357820021;0,355837132;0,353854243;0,351871354;0,349888465;0,349846265;0,349804065;0,349761865;0,349719665;0,349677466;0,349635266;0,349593066;0,349550866;0,349508666;0,349466466;0,349089845;0,348713225;0,348336604;0,347959983;0,347583362;0,347206742;0,346830121;0,3464535;0,34607688;0,345700259
Egypt;low_temp;Offshore_2;Egypt_Offshore_2;Egypt_Offshore_2_low_temp_baseline;baseline;28;0,27;;0,348806925;0,347140022;0,345473119;0,343806216;0,342139313;0,34047241;0,338805506;0,337138603;0,3354717;0,333804797;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,332137894;0,331796144;0,331454393;0,331112642;0,330770892;0,330429141;0,330087391;0,32974564;0,32940389;0,329062139;0,328720389
Egypt;low_temp;PV;Egypt_PV_1;Egypt_PV_1_low_temp_baseline;baseline;171;0,23;;0,30834944;0,308017227;0,307685014;0,307352802;0,307020589;0,306688376;0,306356163;0,306023951;0,305691738;0,305359525;0,305027312;0,305148615;0,305269917;0,305391219;0,305512522;0,305633824;0,305755126;0,305876428;0,305997731;0,306119033;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335;0,306240335
Egypt;low_temp;PV;Egypt_PV_2;Egypt_PV_2_low_temp_baseline;baseline;6863;0,22;;0,298081284;0,297727772;0,297374259;0,297020747;0,296667234;0,296313722;0,295960209;0,295606697;0,295253184;0,294899672;0,294546159;0,294675138;0,294804117;0,294933095;0,295062074;0,295191053;0,295320031;0,29544901;0,295577989;0,295706967;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946;0,295835946
Egypt;low_temp;PV;Egypt_PV_3;Egypt_PV_3_low_temp_baseline;baseline;25793;0,21;;0,288666713;0,288395096;0,288123479;0,287851862;0,287580245;0,287308627;0,28703701;0,286765393;0,286493776;0,286222159;0,285950541;0,286053259;0,286155977;0,286258695;0,286361413;0,286464131;0,286566848;0,286669566;0,286772284;0,286875002;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772;0,28697772
Egypt;low_temp;PV;Egypt_PV_4;Egypt_PV_4_low_temp_baseline;baseline;9862;0,15;;0,235540135;0,235293319;0,235046503;0,234799687;0,234552871;0,234306055;0,234059239;0,233812423;0,233565607;0,233318791;0,233071976;0,233171334;0,233270692;0,23337005;0,233469408;0,233568766;0,233668124;0,233767482;0,23386684;0,233966198;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556;0,234065556
Egypt;high_temp;Onshore;Egypt_Onshore_2;Egypt_Onshore_2_high_temp_baseline;baseline;1697;0,33;;0,673366793;0,665801903;0,658237012;0,650672122;0,643107231;0,635542341;0,62797745;0,62041256;0,612847669;0,605282779;0,597717888;0,595520508;0,593323128;0,591125748;0,588928368;0,586730988;0,584533608;0,582336228;0,580138848;0,577941467;0,575744087;0,572355179;0,56896627;0,565577361;0,562188453;0,558799544;0,555410635;0,552021726;0,548632818;0,545243909;0,541855
Egypt;high_temp;Onshore;Egypt_Onshore_3;Egypt_Onshore_3_high_temp_baseline;baseline;3024;0,25;;0,575573562;0,568771024;0,561968486;0,555165948;0,548363409;0,541560871;0,534758333;0,527955795;0,521153257;0,514350719;0,50754818;0,5055979;0,50364762;0,501697339;0,499747059;0,497796779;0,495846498;0,493896218;0,491945937;0,489995657;0,488045377;0,484828599;0,481611822;0,478395045;0,475178268;0,471961491;0,468744714;0,465527937;0,46231116;0,459094383;0,455877606
Egypt;high_temp;Offshore_1;Egypt_Offshore_1;Egypt_Offshore_1_high_temp_baseline;baseline;33;0,26;;0,535345446;0,527377286;0,519409126;0,511440966;0,503472806;0,495504646;0,487536486;0,479568326;0,471600166;0,463632006;0,455663847;0,453717796;0,451771745;0,449825694;0,447879643;0,445933592;0,443987541;0,44204149;0,440095439;0,438149388;0,436203337;0,431943289;0,427683241;0,423423193;0,419163144;0,414903096;0,410643048;0,406383;0,402122952;0,397862903;0,393602855
Egypt;high_temp;Offshore_2;Egypt_Offshore_2;Egypt_Offshore_2_high_temp_baseline;baseline;28;0,27;;0,498967513;0,491932979;0,484898446;0,477863912;0,470829379;0,463794845;0,456760312;0,449725778;0,442691245;0,435656711;0,428622178;0,42644509;0,424268002;0,422090914;0,419913826;0,417736738;0,41555965;0,413382561;0,411205473;0,409028385;0,406851297;0,402493465;0,398135634;0,393777802;0,38941997;0,385062138;0,380704307;0,376346475;0,371988643;0,367630812;0,36327298
Egypt;high_temp;PV;Egypt_PV_1;Egypt_PV_1_high_temp_baseline;baseline;171;0,23;;0,358333474;0,356258002;0,354182529;0,352107057;0,350031585;0,347956113;0,34588064;0,343805168;0,341729696;0,339654223;0,337578751;0,337012312;0,336445873;0,335879433;0,335312994;0,334746555;0,334180116;0,333613676;0,333047237;0,332480798;0,331914359;0,330953976;0,329993593;0,32903321;0,328072827;0,327112444;0,326152061;0,325191678;0,324231295;0,323270912;0,322310529
Egypt;high_temp;PV;Egypt_PV_2;Egypt_PV_2_high_temp_baseline;baseline;6863;0,22;;0,348939875;0,34674622;0,344552565;0,34235891;0,340165255;0,3379716;0,335777945;0,33358429;0,331390635;0,32919698;0,327003325;0,326486194;0,325969062;0,325451931;0,324934799;0,324417668;0,323900536;0,323383405;0,322866273;0,322349142;0,32183201;0,320853223;0,319874435;0,318895648;0,31791686;0,316938073;0,315959285;0,314980498;0,31400171;0,313022923;0,312044135
Egypt;high_temp;PV;Egypt_PV_3;Egypt_PV_3_high_temp_baseline;baseline;25793;0,21;;0,339979635;0,337794319;0,335609002;0,333423686;0,33123837;0,329053053;0,326867737;0,32468242;0,322497104;0,320311787;0,318126471;0,317667516;0,317208562;0,316749607;0,316290652;0,315831697;0,315372742;0,314913788;0,314454833;0,313995878;0,313536923;0,312554951;0,311572979;0,310591007;0,309609035;0,308627063;0,307645091;0,306663119;0,305681147;0,304699175;0,303717203
Egypt;high_temp;PV;Egypt_PV_4;Egypt_PV_4_high_temp_baseline;baseline;9862;0,15;;0,279718433;0,278058935;0,276399438;0,27473994;0,273080442;0,271420945;0,269761447;0,268101949;0,266442451;0,264782954;0,263123456;0,262585823;0,26204819;0,261510558;0,260972925;0,260435292;0,259897659;0,259360027;0,258822394;0,258284761;0,257747128;0,256592014;0,2554369;0,254281787;0,253126673;0,251971559;0,250816445;0,249661331;0,248506217;0,247351103;0,246195989
Spain;low_temp;Onshore;Spain_Onshore_3;Spain_Onshore_3_low_temp_baseline;baseline;104;0,22;;0,390928284;0,388690929;0,386453573;0,384216217;0,381978861;0,379741505;0,377504149;0,375266794;0,373029438;0,370792082;0,368554726;0,368330022;0,368105318;0,367880614;0,36765591;0,367431206;0,367206502;0,366981797;0,366757093;0,366532389;0,366307685;0,365482879;0,364658073;0,363833267;0,363008461;0,362183655;0,36135885;0,360534044;0,359709238;0,358884432;0,358059626
Spain;low_temp;Offshore_1;Spain_Offshore_1;Spain_Offshore_1_low_temp_baseline;baseline;7;0,33;;0,387411824;0,38642033;0,385428836;0,384437342;0,383445848;0,382454354;0,38146286;0,380471366;0,379479872;0,378488378;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377496884;0,377213713;0,376930543;0,376647373;0,376364202;0,376081032;0,375797861;0,375514691;0,375231521;0,37494835;0,37466518
Spain;low_temp;Offshore_2;Spain_Offshore_2;Spain_Offshore_2_low_temp_baseline;baseline;11;0,32;;0,371490699;0,370476954;0,369463209;0,368449463;0,367435718;0,366421973;0,365408227;0,364394482;0,363380737;0,362366991;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361353246;0,361142741;0,360932236;0,36072173;0,360511225;0,36030072;0,360090215;0,35987971;0,359669204;0,359458699;0,359248194
Spain;low_temp;PV;Spain_PV_2;Spain_PV_2_low_temp_baseline;baseline;4;0,22;;0,297523964;0,297301628;0,297079293;0,296856957;0,296634622;0,296412286;0,296189951;0,295967615;0,29574528;0,295522944;0,295300609;0,295356633;0,295412657;0,295468681;0,295524705;0,295580729;0,295636754;0,295692778;0,295748802;0,295804826;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085;0,29586085
Spain;low_temp;PV;Spain_PV_3;Spain_PV_3_low_temp_baseline;baseline;198;0,21;;0,28569252;0,285423127;0,285153735;0,284884342;0,284614949;0,284345556;0,284076164;0,283806771;0,283537378;0,283267986;0,282998593;0,283088765;0,283178936;0,283269108;0,28335928;0,283449452;0,283539623;0,283629795;0,283719967;0,283810139;0,28390031;0,2838703;0,283840289;0,283810278;0,283780267;0,283750256;0,283720245;0,283690235;0,283660224;0,283630213;0,283600202
Spain;low_temp;PV;Spain_PV_4;Spain_PV_4_low_temp_baseline;baseline;15709;0,17;;0,251078811;0,250826332;0,250573854;0,250321375;0,250068896;0,249816417;0,249563938;0,249311459;0,24905898;0,248806502;0,248554023;0,248626826;0,248699629;0,248772432;0,248845235;0,248918039;0,248990842;0,249063645;0,249136448;0,249209251;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055;0,249282055
Spain;high_temp;Onshore;Spain_Onshore_3;Spain_Onshore_3_high_temp_baseline;baseline;104;0,22;;0,525722637;0,519480581;0,513238526;0,50699647;0,500754415;0,494512359;0,488270304;0,482028248;0,475786192;0,469544137;0,463302081;0,461211325;0,459120568;0,457029811;0,454939054;0,452848298;0,450757541;0,448666784;0,446576027;0,44448527;0,442394514;0,438183042;0,433971571;0,429760099;0,425548628;0,421337156;0,417125685;0,412914214;0,408702742;0,404491271;0,400279799
Spain;high_temp;Offshore_1;Spain_Offshore_1;Spain_Offshore_1_high_temp_baseline;baseline;7;0,33;;0,521551187;0,514289067;0,507026947;0,499764827;0,492502707;0,485240587;0,477978467;0,470716347;0,463454227;0,456192107;0,448929987;0,447074643;0,445219298;0,443363954;0,44150861;0,439653266;0,437797921;0,435942577;0,434087233;0,432231888;0,430376544;0,427516825;0,424657105;0,421797385;0,418937666;0,416077946;0,413218227;0,410358507;0,407498787;0,404639068;0,401779348
Spain;high_temp;Offshore_2;Spain_Offshore_2;Spain_Offshore_2_high_temp_baseline;baseline;11;0,32;;0,480875806;0,474669382;0,468462959;0,462256535;0,456050111;0,449843687;0,443637263;0,437430839;0,431224415;0,425017992;0,418811568;0,417549202;0,416286836;0,41502447;0,413762104;0,412499739;0,411237373;0,409975007;0,408712641;0,407450275;0,406187909;0,403540394;0,400892879;0,398245364;0,395597849;0,392950334;0,390302819;0,387655304;0,385007789;0,382360274;0,379712759
Spain;high_temp;PV;Spain_PV_2;Spain_PV_2_high_temp_baseline;baseline;4;0,22;;0,354797013;0,352634123;0,350471233;0,348308343;0,346145453;0,343982563;0,341819673;0,339656783;0,337493892;0,335331002;0,333168112;0,332683679;0,332199246;0,331714812;0,331230379;0,330745946;0,330261512;0,329777079;0,329292646;0,328808213;0,328323779;0,326927274;0,325530768;0,324134263;0,322737757;0,321341251;0,319944746;0,31854824;0,317151735;0,315755229;0,314358724
Spain;high_temp;PV;Spain_PV_3;Spain_PV_3_high_temp_baseline;baseline;198;0,21;;0,338629504;0,336839692;0,33504988;0,333260068;0,331470256;0,329680444;0,327890632;0,326100819;0,324311007;0,322521195;0,320731383;0,320186221;0,319641058;0,319095896;0,318550734;0,318005571;0,317460409;0,316915246;0,316370084;0,315824921;0,315279759;0,31375796;0,31223616;0,310714361;0,309192562;0,307670762;0,306148963;0,304627164;0,303105364;0,301583565;0,300061766
Spain;high_temp;PV;Spain_PV_4;Spain_PV_4_high_temp_baseline;baseline;15709;0,17;;0,302896107;0,300812798;0,298729489;0,296646181;0,294562872;0,292479563;0,290396254;0,288312945;0,286229636;0,284146327;0,282063019;0,28148322;0,280903421;0,280323623;0,279743824;0,279164025;0,278584227;0,278004428;0,27742463;0,276844831;0,276265032;0,275029984;0,273794935;0,272559887;0,271324838;0,27008979;0,268854741;0,267619693;0,266384644;0,265149596;0,263914547
Finland;low_temp;Onshore;Finland_Onshore_3;Finland_Onshore_3_low_temp_baseline;baseline;80;0,22;;0,409599528;0,406770602;0,403941676;0,40111275;0,398283824;0,395454897;0,392625971;0,389797045;0,386968119;0,384139193;0,381310267;0,381048939;0,380787612;0,380526284;0,380264957;0,38000363;0,379742302;0,379480975;0,379219648;0,37895832;0,378696993;0,377737041;0,376777088;0,375817136;0,374857183;0,373897231;0,372937279;0,371977326;0,371017374;0,370057421;0,369097469
Finland;low_temp;Offshore_1;Finland_Offshore_1;Finland_Offshore_1_low_temp_baseline;baseline;51;0,45;;0,575501518;0,573795191;0,572088865;0,570382539;0,568676212;0,566969886;0,565263559;0,563557233;0,561850906;0,56014458;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558438253;0,558105609;0,557772964;0,55744032;0,557107675;0,556775031;0,556442386;0,556109741;0,555777097;0,555444452;0,555111808
Finland;low_temp;Offshore_2;Finland_Offshore_2;Finland_Offshore_2_low_temp_baseline;baseline;42;0,48;;0,589783201;0,588545895;0,587308589;0,586071283;0,584833977;0,583596672;0,582359366;0,58112206;0,579884754;0,578647448;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577410142;0,577063611;0,57671708;0,576370549;0,576024018;0,575677487;0,575330955;0,574984424;0,574637893;0,574291362;0,573944831
Finland;low_temp;PV;Finland_PV_4;Finland_PV_4_low_temp_baseline;baseline;897;0,14;;0,211475058;0,211082223;0,210689388;0,210296553;0,209903718;0,209510884;0,209118049;0,208725214;0,208332379;0,207939544;0,207546709;0,207693222;0,207839736;0,207986249;0,208132762;0,208279275;0,208425789;0,208572302;0,208718815;0,208865328;0,209011842;0,208987372;0,208962902;0,208938433;0,208913963;0,208889494;0,208865024;0,208840555;0,208816085;0,208791616;0,208767146
Finland;high_temp;Onshore;Finland_Onshore_3;Finland_Onshore_3_high_temp_baseline;baseline;80;0,22;;0,560159379;0,553010711;0,545862043;0,538713375;0,531564707;0,524416039;0,517267371;0,510118703;0,502970035;0,495821367;0,488672699;0,48602253;0,483372361;0,480722192;0,478072023;0,475421854;0,472771685;0,470121516;0,467471347;0,464821178;0,462171009;0,457866633;0,453562257;0,449257881;0,444953505;0,440649129;0,436344753;0,432040377;0,427736001;0,423431625;0,419127249
Finland;high_temp;Offshore_1;Finland_Offshore_1;Finland_Offshore_1_high_temp_baseline;baseline;51;0,45;;0,693838745;0,688339382;0,682840019;0,677340656;0,671841293;0,66634193;0,660842567;0,655343204;0,649843841;0,644344478;0,638845115;0,637438674;0,636032233;0,634625792;0,633219352;0,631812911;0,63040647;0,629000029;0,627593588;0,626187147;0,624780706;0,621533876;0,618287046;0,615040217;0,611793387;0,608546557;0,605299727;0,602052897;0,598806067;0,595559237;0,592312407
Finland;high_temp;Offshore_2;Finland_Offshore_2;Finland_Offshore_2_high_temp_baseline;baseline;42;0,48;;0,698633375;0,693709876;0,688786378;0,68386288;0,678939382;0,674015883;0,669092385;0,664168887;0,659245389;0,654321891;0,649398392;0,648113258;0,646828123;0,645542989;0,644257854;0,64297272;0,641687586;0,640402451;0,639117317;0,637832182;0,636547048;0,63314882;0,629750592;0,626352364;0,622954136;0,619555909;0,616157681;0,612759453;0,609361225;0,605962997;0,60256477
Finland;high_temp;PV;Finland_PV_4;Finland_PV_4_high_temp_baseline;baseline;897;0,14;;0,275437385;0,272947232;0,270457079;0,267966926;0,265476772;0,262986619;0,260496466;0,258006313;0,25551616;0,253026006;0,250535853;0,249770038;0,249004223;0,248238408;0,247472593;0,246706777;0,245940962;0,245175147;0,244409332;0,243643517;0,242877702;0,241440183;0,240002664;0,238565145;0,237127627;0,235690108;0,234252589;0,23281507;0,231377552;0,229940033;0,228502514
France;low_temp;Onshore;France_Onshore_1;France_Onshore_1_low_temp_baseline;baseline;3;0,42;;0,664518472;0,661978015;0,659437558;0,6568971;0,654356643;0,651816185;0,649275728;0,646735271;0,644194813;0,641654356;0,639113898;0,638658196;0,638202493;0,637746791;0,637291088;0,636835386;0,636379683;0,635923981;0,635468278;0,635012576;0,634556873;0,633668514;0,632780154;0,631891794;0,631003434;0,630115075;0,629226715;0,628338355;0,627449996;0,626561636;0,625673276
France;low_temp;Onshore;France_Onshore_2;France_Onshore_2_low_temp_baseline;baseline;207;0,33;;0,570085839;0,567254819;0,564423799;0,561592779;0,558761759;0,555930739;0,553099719;0,550268699;0,547437679;0,544606659;0,541775639;0,541373913;0,540972186;0,54057046;0,540168733;0,539767007;0,53936528;0,538963554;0,538561827;0,5381601;0,537758374;0,536653366;0,535548358;0,53444335;0,533338342;0,532233334;0,531128327;0,530023319;0,528918311;0,527813303;0,526708295
France;low_temp;Onshore;France_Onshore_3;France_Onshore_3_low_temp_baseline;baseline;1352;0,25;;0,461839463;0,459060075;0,456280687;0,453501298;0,45072191;0,447942522;0,445163133;0,442383745;0,439604357;0,436824968;0,43404558;0,433537538;0,433029497;0,432521455;0,432013414;0,431505372;0,430997331;0,430489289;0,429981248;0,429473206;0,428965164;0,428220237;0,427475309;0,426730381;0,425985454;0,425240526;0,424495598;0,423750671;0,423005743;0,422260815;0,421515888
France;low_temp;Offshore_1;France_Offshore_1;France_Offshore_1_low_temp_baseline;baseline;15;0,46;;0,537643724;0,536229905;0,534816086;0,533402268;0,531988449;0,53057463;0,529160812;0,527746993;0,526333174;0,524919355;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523505537;0,523097552;0,522689566;0,522281581;0,521873596;0,521465611;0,521057626;0,520649641;0,520241656;0,519833671;0,519425686
France;low_temp;Offshore_2;France_Offshore_2;France_Offshore_2_low_temp_baseline;baseline;39;0,48;;0,534844726;0,533671624;0,532498522;0,53132542;0,530152319;0,528979217;0,527806115;0,526633013;0,525459912;0,52428681;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,523113708;0,52280537;0,522497032;0,522188694;0,521880356;0,521572018;0,52126368;0,520955342;0,520647004;0,520338666;0,520030328
